Source_File,phone,minTime,maxTime,Preceding Token,Following Token,isWordInitial,Containing Word,Phones Per Second,Phone Index,K,G,B,P,D,T,ʈ,k,g,b,p,d,t,tsʰ,pʲ,tɕʰ,tɕ,ʈʂ,tʰ,kʰ,ʈʂʰ,pʷ,tʷ,ts,pʰ,kʷ,tʲ,tɕʷ,VOT,VOT_Type
F03B_man_isolated.csv,t,34.92485,34.99485,i˥˩,ə˩,False,"Interval(34.75485, 35.09485, 记得)",10.6666666666667,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.175,predNEG
F03B_man_isolated.csv,k,35.09485,35.17485,ə˩,w,True,"Interval(35.09485, 35.61485, 关灯)",11.764705882353,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029,predPOS
F03B_man_isolated.csv,t,35.36485,35.43485,n,o˥,False,"Interval(35.09485, 35.61485, 关灯)",9.81967505802538,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028,predPOS
F03B_man_isolated.csv,tʰ,36.44465,36.57465,,aw˨˩˦,True,"Interval(36.44465, 36.84465, 讨论)",16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.098,predPOS
F03B_man_isolated.csv,kʰ,36.98465,37.07465,n,w,False,"Interval(36.84465, 37.19465, 很快)",11.3333333333333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.128,predNEG
F03B_man_isolated.csv,tɕ,37.19465,37.30465,aj˥˩,e˧˥,True,"Interval(37.19465, 37.69465, 结束)",13.4920634920635,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,predPOS
F03B_man_isolated.csv,ʈʂʰ,38.61657,38.72657,,o˧˥,True,"Interval(38.61657, 39.00657, 成绩)",14.6666666666667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,predPOS
F03B_man_isolated.csv,tɕ,38.86657,38.95657,ŋ,i˥,False,"Interval(38.61657, 39.00657, 成绩)",13.8613861386139,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,predPOS
F03B_man_isolated.csv,tɕʰ,39.26657,39.37657,n,e˧˥,False,"Interval(39.00657, 39.50657, 面前)",11.3333333333333,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.098,predNEG
F03B_man_isolated.csv,pʷ,39.50657,39.56657,n,u˥˩,True,"Interval(39.50657, 39.62657, 不)",10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033,predPOS
F03B_man_isolated.csv,tɕ,39.62657,39.74657,u˥˩,aw˥,True,"Interval(39.62657, 40.22657, 骄傲)",11.3821138211382,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059,predPOS
F03B_man_isolated.csv,t,41.08902,41.14902,,o˨˩˦,True,"Interval(41.08902, 41.28902, 等)",12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011,predPOS
F03B_man_isolated.csv,kʰ,41.28902,41.34902,ŋ,w,True,"Interval(41.28902, 41.48902, 会)",12.6315789473684,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00499999999999999,predPOS
F03B_man_isolated.csv,pʲ,41.89902,41.97902,e˥,i˨˩˦,True,"Interval(41.89902, 42.39902, 饼干)",10.6666666666667,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,predPOS
F03B_man_isolated.csv,k,42.12902,42.19902,ŋ,a˥,False,"Interval(41.89902, 42.39902, 饼干)",9.30232558139536,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,predPOS
F03B_man_isolated.csv,ʈʂʰ,42.39902,42.61902,n,ʐ̩˥,True,"Interval(42.39902, 42.73902, 吃)",10.3448275862069,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.198,predPOS
F03B_man_isolated.csv,tɕ,44.55784,44.68784,ow˧˥,i˨˩˦,True,"Interval(44.55784, 45.11784, 景点)",11.864406779661,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.074,predPOS
F03B_man_isolated.csv,t,44.86784,44.93784,ŋ,j,False,"Interval(44.55784, 45.11784, 景点)",11.3005958495994,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.074,predPOS
F03B_man_isolated.csv,tʰ,47.45444,47.58444,ej˨˩˦,j,False,"Interval(47.27444, 47.69444, 每天)",7.33333333333333,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038,predPOS
F03B_man_isolated.csv,tʷ,47.90444,47.99444,aw˨˩˦,u˧˥,True,"Interval(47.90444, 48.28444, 读书)",9.33333333333333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029,predPOS
F03B_man_isolated.csv,ts,48.52444,48.72444,e˨˩˦,z̩˥˩,False,"Interval(48.28444, 48.86444, 写字)",7.62035396544167,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00499999999999998,predPOS
F03B_man_isolated.csv,tʰ,49.92462,50.05462,,ow˧˥,True,"Interval(49.92462, 50.32462, 投篮)",11.2359550561798,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.097,predPOS
F03B_man_isolated.csv,pʲ,50.52462,50.65462,ej˨˩˦,i˧˥,False,"Interval(50.32462, 50.79462, 水平)",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,predPOS
F03B_man_isolated.csv,ts,50.79462,50.88462,ŋ,ə˨˩˦,True,"Interval(50.79462, 51.30462, 怎么样)",14.5299145299145,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068,predPOS
F03B_man_isolated.csv,p,52.39707,52.44707,,j,True,"Interval(52.39707, 52.82707, 表妹)",10.8433734939759,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,predPOS
F03B_man_isolated.csv,ʈʂʰ,53.43707,53.60707,i˥˩,u˥,True,"Interval(53.43707, 53.98707, 出国)",11.504424778761,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.129,predPOS
F03B_man_isolated.csv,k,53.68707,53.76707,u˥,w,False,"Interval(53.43707, 53.98707, 出国)",11.3402061855669,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,predPOS
F03B_man_isolated.csv,t,56.04723,56.10723,ŋ,aw˥˩,False,"Interval(55.73723, 56.24723, 想到)",8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.118,predPOS
F03B_man_isolated.csv,tɕ,56.24723,56.34723,aw˥˩,ow˥˩,True,"Interval(56.24723, 56.44723, 就)",9.33333333333333,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044,predPOS
F03B_man_isolated.csv,tɕ,56.44723,56.53723,ow˥˩,i˨˩˦,True,"Interval(56.44723, 56.86723, 紧张)",10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056,predPOS
F03B_man_isolated.csv,ʈʂ,56.66723,56.73723,n,a˥,False,"Interval(56.44723, 56.86723, 紧张)",10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056,predPOS
F03B_man_isolated.csv,pʰ,57.06723,57.19723,aj˥˩,a˥˩,False,"Interval(56.86723, 57.42723, 害怕)",8.96049318554491,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.094,predNEG
F03B_man_isolated.csv,tɕʰ,58.82122,58.98122,u˨˩˦,y˥˩,True,"Interval(58.82122, 59.02122, 去)",10.5691056910569,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,predPOS
F03B_man_isolated.csv,kʷ,59.02122,59.10122,y˥˩,u˥,True,"Interval(59.02122, 59.45122, 公园)",9.33333333333333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023,predPOS
F03B_man_isolated.csv,pʷ,59.74122,59.83122,n,u˥˩,False,"Interval(59.45122, 60.00122, 散步)",11.0327673189372,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,predPOS
F03B_man_isolated.csv,p,61.14419,61.20419,,a˥˩,True,"Interval(61.14419, 61.33419, 爸)",8.13953488372094,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,predPOS
F03B_man_isolated.csv,ts,61.57419,61.67419,a˥,aj˥˩,True,"Interval(61.57419, 61.77419, 在)",9.32203389830509,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00499999999999999,predPOS
F03B_man_isolated.csv,t,61.77419,61.86419,aj˥˩,a˥˩,True,"Interval(61.77419, 62.19419, 大学)",8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019,predPOS
F03B_man_isolated.csv,tɕ,62.19419,62.28419,e˧˥,aw˥,True,"Interval(62.19419, 62.79419, 教书)",7.93650793650795,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,predPOS
F03B_man_isolated.csv,tʰ,63.57735,63.71735,,a˥,True,"Interval(63.57735, 63.81735, 她)",10.6666666666666,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.099,predPOS
F03B_man_isolated.csv,tɕ,64.19735,64.35735,aw˥˩,i˨˩˦,True,"Interval(64.19735, 64.38735, 几)",10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.188,predPOS
F03B_man_isolated.csv,kʰ,64.38735,64.51735,i˨˩˦,w,True,"Interval(64.38735, 64.61735, 块)",10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.087,predPOS
F03B_man_isolated.csv,p,64.88735,64.94735,n,aw˥,False,"Interval(64.61735, 65.11735, 面包)",9.24470740501065,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,predNEG
F03B_man_isolated.csv,tʰ,66.74565,66.83565,ŋ,a˥,True,"Interval(66.74565, 66.95565, 她)",9.33333333333333,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.065,predPOS
F03B_man_isolated.csv,tɕʰ,67.19565,67.44565,ej˧˥,y˥˩,False,"Interval(66.95565, 67.56565, 回去)",8.05325888542889,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,predPOS
F03B_man_isolated.csv,ʈʂ,68.58809,68.66809,,o˥˩,True,"Interval(68.58809, 68.71809, 这)",8.13953488372094,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044,predPOS
F03B_man_isolated.csv,ʈʂ,68.71809,68.83809,o˥˩,ʐ̩˥,True,"Interval(68.71809, 69.17809, 支歌)",10.2272727272726,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.078,predPOS
F03B_man_isolated.csv,k,68.92809,69.01809,ʐ̩˥,o˥,False,"Interval(68.71809, 69.17809, 支歌)",10.091743119266,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.078,predPOS
F03B_man_isolated.csv,tʲ,69.17809,69.28809,o˥,i˧˥,True,"Interval(69.17809, 69.57809, 的确)",8.66666666666667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032,predPOS
F03B_man_isolated.csv,tɕʷ,69.35809,69.49809,i˧˥,e˥˩,False,"Interval(69.17809, 69.57809, 的确)",9.33333333333333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032,predPOS
F03B_man_isolated.csv,tʲ,69.77809,69.93809,aw˨˩˦,i˥,False,"Interval(69.57809, 70.10809, 好听)",8.79636416947661,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.093,predNEG
F03B_man_isolated.csv,pʰ,71.68494,71.84494,aj˥˩,w,False,"Interval(71.50494, 71.96494, 外婆)",11.8279569892474,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,predPOS
F03B_man_isolated.csv,ʈʂʰ,71.96494,72.10494,o˧˥,a˧˥,True,"Interval(71.96494, 72.23494, 常)",8.66666666666667,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.116,predPOS
F03B_man_isolated.csv,ʈʂʰ,72.57494,72.77494,o˨˩˦,ʐ̩˥,True,"Interval(72.57494, 73.13494, 吃饭)",11.7117117117117,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.152,predPOS
F03B_man_isolated.csv,k,74.42168,74.48168,ŋ,w,True,"Interval(74.42168, 74.79168, 过来)",11.4035087719298,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033,predNEG
F03B_man_isolated.csv,tʲ,74.79168,74.98168,aj˧˥,i˥,True,"Interval(74.79168, 75.02168, 踢)",10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.141,predPOS
F03B_man_isolated.csv,ts,75.02168,75.14168,i˥,u˧˥,True,"Interval(75.02168, 75.58168, 足球)",10.0840336134453,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,predPOS
F03B_man_isolated.csv,tɕʰ,75.23168,75.39168,u˧˥,ow˧˥,False,"Interval(75.02168, 75.58168, 足球)",8.15453754711502,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,predPOS
F03B_man_isolated.csv,tɕ,76.578,76.678,y˥˩,e˥˩,False,"Interval(76.448, 76.808, 遇见)",9.70873786407766,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00499999999999999,predPOS
F03B_man_isolated.csv,ʈʂ,77.058,77.138,n,ʐ̩˥,True,"Interval(77.058, 77.228, 只)",9.52387431207018,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,predPOS
F03B_man_isolated.csv,pʰ,77.228,77.388,ʐ̩˥,a˥˩,True,"Interval(77.228, 77.508, 胖)",10.2041510486466,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.086,predPOS
F03B_man_isolated.csv,ʈʂ,77.73801,77.84801,,u˥,True,"Interval(77.73801, 77.998, 猪)",8.35235814911744,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.079,predPOS
F03B_man_isolated.csv,tsʰ,89.83029,89.9603,n,aj˥˩,False,"Interval(89.63029, 90.08029, 饭菜)",12.2950819672131,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,predPOS
F03B_man_isolated.csv,pʲ,90.3503,90.41029,ŋ,i˥,True,"Interval(90.3503, 90.86029, 冰箱)",10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,predPOS
F03B_man_isolated.csv,tɕʰ,92.47662,92.63662,n,i˥,True,"Interval(92.47662, 92.94662, 期间)",12.280701754386,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.137,predPOS
F03B_man_isolated.csv,tɕ,92.69662,92.76662,i˥,e˥,False,"Interval(92.47662, 92.94662, 期间)",10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.137,predPOS
F03B_man_isolated.csv,p,92.94662,92.99662,n,j,True,"Interval(92.94662, 93.11662, 别)",10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019,predNEG
F03B_man_isolated.csv,tɕ,93.11662,93.20662,e˧˥,a˨˩˦,True,"Interval(93.11662, 93.76662, 讲话)",9.92366412213739,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034,predPOS
F03B_man_isolated.csv,ʈʂ,95.07349,95.13349,n,u˥˩,True,"Interval(95.07349, 95.29349, 中)",11.2903225806451,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,predPOS
F03B_man_isolated.csv,t,95.75349,95.81349,n,w,True,"Interval(95.75349, 95.95349, 多)",11.8644067796611,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,predPOS
F03B_man_isolated.csv,tɕ,97.49619,97.57619,ej˥˩,aw˥˩,False,"Interval(97.26619, 97.71619, 睡觉)",10.204081632653,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,predPOS
F03B_man_isolated.csv,tɕʰ,97.71619,97.85619,aw˥˩,e˧˥,True,"Interval(97.71619, 98.06619, 前)",9.33333333333333,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111,predPOS
F03B_man_isolated.csv,tɕ,98.06619,98.18619,n,i˥˩,True,"Interval(98.06619, 98.38619, 记得)",12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.199,predNEG
F03B_man_isolated.csv,t,98.24619,98.31619,i˥˩,ə˩,False,"Interval(98.06619, 98.38619, 记得)",10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.199,predNEG
F03B_man_isolated.csv,k,98.38619,98.45619,ə˩,w,True,"Interval(98.38619, 98.93619, 关灯)",11.3821138211383,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024,predPOS
F03B_man_isolated.csv,t,98.66619,98.73619,n,o˥,False,"Interval(98.38619, 98.93619, 关灯)",10.1193159342429,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024,predPOS
F03B_man_isolated.csv,tʰ,99.77916,99.92916,,aw˨˩˦,True,"Interval(99.77916, 100.25916, 讨论)",14.6666666666667,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.114,predPOS
F03B_man_isolated.csv,kʰ,100.41916,100.51916,n,w,False,"Interval(100.25916, 100.65916, 很快)",11.3333333333333,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.126,predNEG
F03B_man_isolated.csv,tɕ,100.65916,100.77916,aj˥˩,e˧˥,True,"Interval(100.65916, 101.14916, 结束)",12.3076923076923,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00499999999999998,predPOS
F03B_man_isolated.csv,ʈʂʰ,102.38549,102.50549,,o˧˥,True,"Interval(102.38549, 102.80549, 成绩)",12.1951219512196,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.098,predPOS
F03B_man_isolated.csv,tɕ,102.64549,102.73549,ŋ,i˥,False,"Interval(102.38549, 102.80549, 成绩)",12.871287128713,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.098,predPOS
F03B_man_isolated.csv,tɕʰ,103.04549,103.16549,n,e˧˥,False,"Interval(102.80549, 103.33549, 面前)",10.6666666666667,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.093,predPOS
F03B_man_isolated.csv,pʷ,103.33549,103.41549,n,u˥˩,True,"Interval(103.33549, 103.47549, 不)",10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027,predPOS
F03B_man_isolated.csv,tɕ,103.47549,103.59549,u˥˩,aw˥,True,"Interval(103.47549, 104.01549, 骄傲)",11.1111111111111,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,predPOS
F03B_man_isolated.csv,t,104.95651,105.01651,,o˨˩˦,True,"Interval(104.95651, 105.12651, 等)",10.6666666666667,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012,predPOS
F03B_man_isolated.csv,pʲ,105.74651,105.83651,e˥,i˨˩˦,True,"Interval(105.74651, 106.28651, 饼干)",10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,predPOS
F03B_man_isolated.csv,k,106.00651,106.07651,ŋ,a˥,False,"Interval(105.74651, 106.28651, 饼干)",8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,predPOS
F03B_man_isolated.csv,ʈʂʰ,106.28651,106.48651,n,ʐ̩˥,True,"Interval(106.28651, 106.61651, 吃)",10.2272727272726,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.172,predPOS
F03B_man_isolated.csv,tɕ,109.23803,109.33803,ow˧˥,i˨˩˦,True,"Interval(109.23803, 109.75803, 景点)",12.8205128205128,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041,predPOS
F03B_man_isolated.csv,t,109.50803,109.55803,ŋ,j,False,"Interval(109.23803, 109.75803, 景点)",10.4475343818859,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041,predPOS
F03B_man_isolated.csv,tʰ,110.84515,110.95515,ej˨˩˦,j,False,"Interval(110.63515, 111.10515, 每天)",10.2803738317756,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,predNEG
F03B_man_isolated.csv,tʷ,111.33515,111.42515,aw˨˩˦,u˧˥,True,"Interval(111.33515, 111.70515, 读书)",9.33333333333333,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,predPOS
F03B_man_isolated.csv,ts,111.92515,112.12515,e˨˩˦,z̩˥˩,False,"Interval(111.70515, 112.26515, 写字)",7.52303930788037,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,predPOS
F03B_man_isolated.csv,tʰ,113.33175,113.46175,,ow˧˥,True,"Interval(113.33175, 113.73175, 投篮)",11.4942528735632,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.087,predPOS
F03B_man_isolated.csv,pʲ,113.94175,114.08175,ej˨˩˦,i˧˥,False,"Interval(113.73175, 114.22175, 水平)",12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00499999999999998,predPOS
F03B_man_isolated.csv,ts,114.22175,114.31175,ŋ,ə˨˩˦,True,"Interval(114.22175, 114.79175, 怎么样)",11.3333333333333,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,predPOS
F03B_man_isolated.csv,p,115.87887,115.92887,,j,True,"Interval(115.87887, 116.28887, 表妹)",12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019,predPOS
F03B_man_isolated.csv,ʈʂʰ,116.95887,117.11887,i˥˩,u˥,True,"Interval(116.95887, 117.56887, 出国)",11.6666666666666,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,predPOS
F03B_man_isolated.csv,k,117.19887,117.28887,u˥,w,False,"Interval(116.95887, 117.56887, 出国)",11.6504854368932,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,predPOS
F03B_man_isolated.csv,t,118.9181,118.9781,ŋ,aw˥˩,False,"Interval(118.6181, 119.1281, 想到)",11.4285714285715,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,predPOS
F03B_man_isolated.csv,tɕ,119.1281,119.2181,aw˥˩,ow˥˩,True,"Interval(119.1281, 119.3181, 就)",9.33333333333333,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00499999999999999,predPOS
F03B_man_isolated.csv,tɕ,119.3181,119.3881,ow˥˩,i˨˩˦,True,"Interval(119.3181, 119.7181, 紧张)",10,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.154,predNEG
F03B_man_isolated.csv,ʈʂ,119.5281,119.5981,n,a˥,False,"Interval(119.3181, 119.7181, 紧张)",10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.154,predNEG
F03B_man_isolated.csv,pʰ,119.9081,120.0381,aj˥˩,a˥˩,False,"Interval(119.7181, 120.2581, 害怕)",10.5649359380703,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,predPOS
F03B_man_isolated.csv,tɕʰ,121.64692,121.78692,u˨˩˦,y˥˩,True,"Interval(121.64692, 121.82692, 去)",10.9243697478992,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,predPOS
F03B_man_isolated.csv,kʷ,121.82692,121.90692,y˥˩,u˥,True,"Interval(121.82692, 122.23692, 公园)",9.33333333333333,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,predPOS
F03B_man_isolated.csv,pʷ,122.50692,122.61692,n,u˥˩,False,"Interval(122.23692, 122.77692, 散步)",11.9155942631829,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00499999999999999,predPOS
F03B_man_isolated.csv,p,123.95376,124.01376,,a˥˩,True,"Interval(123.95376, 124.13376, 爸)",7.77777777777785,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014,predPOS
F03B_man_isolated.csv,ts,124.39377,124.50377,a˥,aj˥˩,True,"Interval(124.39377, 124.62376, 在)",9.24361980151427,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,predPOS
F03B_man_isolated.csv,t,124.62376,124.69376,aj˥˩,a˥˩,True,"Interval(124.62376, 125.01376, 大学)",8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,predPOS
F03B_man_isolated.csv,tɕ,125.01376,125.09376,e˧˥,aw˥,True,"Interval(125.01376, 125.60376, 教书)",7.93650793650799,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031,predPOS
F03B_man_isolated.csv,tʰ,126.64674,126.76674,,a˥,True,"Interval(126.64674, 126.89674, 她)",8.88888888888883,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.084,predPOS
F03B_man_isolated.csv,tɕ,127.22674,127.35674,aw˥˩,i˨˩˦,True,"Interval(127.22674, 127.40674, 几)",10.6666666666667,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.073,predPOS
F03B_man_isolated.csv,kʰ,127.40674,127.53674,i˨˩˦,w,True,"Interval(127.40674, 127.64674, 块)",10.6666666666666,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,predPOS
F03B_man_isolated.csv,p,127.89674,127.95674,n,aw˥,False,"Interval(127.64674, 128.22674, 面包)",10.0067318013935,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.072,predPOS
F03B_man_isolated.csv,tʰ,129.80748,129.90748,ŋ,a˥,True,"Interval(129.80748, 130.01748, 她)",9.33333333333333,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,predPOS
